Encomenda:e1015,u81,l13,4.100353831687765,p1235,Café,17.30833636883147,57.018748892872075,p329,Cereais,51.900603721555626,22.655394103764394
Encomenda:e1506,u48,l57,32.10200036808911,p421,Achocolatado,3.090290646567707,66.55397935966269,p1121,Açúcar,41.49521378672938,22.815834059273023
Encomenda:e1215,u33,l75,26.247731607775524,p1132,Pão de forma,33.27931658249924,16.525189933521677,p1317,Suco,6.253314133326716,32.486163504738364
Encomenda:e1054,u68,l83,44.4828112391952,p609,Adoçante,25.00106232824838,64.37642990913042,p459,Torradas,85.9461925131749,75.44797222296037
Encomenda:e1602,u7,l13,3.538717470872155,p972,Geleia,36.78551900644811,79.53380722575248,p30,Produtos enlatados,76.9599122184522,83.46686071947462
Encomenda:e1495,u78,l83,36.505135440778304,p505,Atum,17.3238795802098,14.35970077194999,p939,Creme de leite,94.78886453227314,73.17630531911833
Encomenda:e1801,u78,l29,19.73436389886078,p1454,Leite condensado,33.39352779573327,6.684337769162598,p320,Molho de tomate,66.56637176982079,50.51472216067863
Encomenda:e1074,u48,l54,17.02290505197061,p548,Azeitonas,69.30184802338377,33.908314249123805,p75,Carnes e derivados,68.42938391829712,9.170871689326688
Encomenda:e1686,u48,l57,19.925679361615746,p456,Carne,34.99551344348863,15.746017793199552,p359,Frango,49.40097354951747,26.26553147675168
Encomenda:e1691,u68,l83,12.14334316408436,p393,Iogurte,95.20040034418066,16.135515284270685,p1152,Peixe,35.689450590375884,77.73098747780139
Encomenda:e1104,u68,l57,28.21000257912693,p316,Pratos congelados,54.67323364073731,17.660178314257024,p1300,Leite,2.24488985976108,55.75089718081303
Encomenda:e1349,u97,l58,16.26312235931024,p1465,Queijos,49.10044623836091,70.27774189897342,p859,Requeijão,61.64001711971865,98.17367953389561
Encomenda:e1901,u40,l13,34.12713593125962,p925,Manteiga,47.95420914322879,91.5552505237097,p1490,Margarina,1.3657049054039871,62.95241884805309
Encomenda:e1649,u78,l8,47.08463364070255,p1148,Presunto,44.53180423326367,97.13527585692793,p1180,Produtos de Hortifrúti,84.78376430571477,49.462354859503954
Encomenda:e1154,u7,l57,8.946442257874033,p1404,Agrião,78.21685647523721,22.568279548331216,p1009,Cebola,3.40946200463227,78.77256282633968
Encomenda:e1136,u40,l13,41.001823612900225,p1288,Batata,3.8202386544002556,61.4646279244069,p210,Alho,39.792094826878376,94.03545290981586
Encomenda:e1794,u81,l8,10.115289211576517,p504,Alface,62.76207812017558,53.28946639274351,p1088,Brócolis,60.75140845525987,51.31242436463126
Encomenda:e1131,u48,l16,18.954386315277745,p995,Pimentão,71.51128351370004,69.13888180309579,p831,Tomate,48.7715619414247,88.85544831866109
Encomenda:e1079,u48,l8,21.949117391352637,p573,Cenoura,12.449421904404879,61.9811434299303,p690,Couve,30.59278809637772,2.191419791751926
Encomenda:e1449,u33,l13,38.077644702609746,p115,Espinafre,94.68528972772515,64.23962117470244,p361,Produtos de Mercearia,27.283744699424062,76.38896961512879
Encomenda:e1403,u78,l57,11.578313871167785,p643,Arroz,83.30284208022923,51.99700381399121,p942,Feijão,43.7385282460189,60.780986686742224
Encomenda:e1355,u33,l75,16.41614639862935,p753,Fermento,42.63110085647121,76.86105957627278,p596,Azeite,84.69430766150758,23.297023697774833
Encomenda:e1574,u81,l58,10.40720040327507,p191,Farinha de trigo,6.65019253709468,58.534499482941,p1277,Ovos,9.015099535512086,57.6941366045851
Encomenda:e1254,u81,l8,2.2515745809753303,p161,Pipoca,1.0022431270736554,34.286832878950705,p1137,Farinha de mandioca,97.73607860705839,7.5867185248933335
Encomenda:e1648,u7,l16,9.903157141732388,p1166,Massa,67.07275897775592,37.74649189346495,p1258,Maisena,67.9782247484525,69.40773804506732
Encomenda:e1719,u33,l16,1.4250630682205618,p1,Óleo,92.8811551681304,95.5789762763481,p959,Queijo ralado,13.142393164209265,40.92736395864043
Encomenda:e1166,u40,l8,5.539635055163101,p1245,Sal,74.47131902296677,82.1424343533682,p241,Temperos,76.06625813336834,31.01956404131784
Encomenda:e1208,u81,l83,10.78333806278805,p977,Vinagre,55.70619915394748,31.990097569269913,p618,Produtos de Limpeza,77.47200252874205,55.80842928853521
Encomenda:e1877,u7,l57,29.652530681321867,p593,Água sanitária,79.9510440684029,0.8305881499598776,p655,Álcool,23.458619962566253,16.05386949829557
Encomenda:e1444,u40,l16,17.707472382211897,p1368,Amaciante,41.45197693040424,58.36511546765254,p1026,Cera,78.30590013713717,48.117889874265884
Encomenda:e1427,u82,l57,31.8309259157266,p156,Desinfetante,95.87646077583376,14.342528112481645,p1164,Limpa vidros,59.89638898608914,82.00978062350195
Encomenda:e1119,u40,l16,14.802463911428653,p549,Lustra-móveis,44.07912086177418,88.25839815974784,p88,Multiuso,85.07957005687726,11.57907427212196
Encomenda:e1931,u7,l54,39.35390640320574,p1142,Sabão,54.2784892174608,82.20849505559313,p355,Detergente,21.79650959421312,7.990052888760436
Encomenda:e1484,u40,l57,25.509192892044574,p1072,Produtos de higiene pessoal,92.91540528772173,45.23820028172219,p651,Absorvente,21.074801030965386,30.85427851711967
Encomenda:e1249,u68,l75,29.53508208178116,p1085,Algodão,70.51178153535449,32.32111823755314,p3,Acetona,5.953742926678308,66.72853394126379
Encomenda:e1687,u97,l58,38.940806736596635,p309,Lâmina de barbear,50.76297601790279,90.27418835890437,p1342,Condicionador,95.19807591998138,22.685799590838883
Encomenda:e1432,u7,l83,45.029660277943684,p584,Shampoo,20.75038562722146,9.81900045237323,p646,Desodorante,55.78007085930392,5.948605972762879
Encomenda:e1912,u68,l57,13.037040385932352,p1138,Sabonete,35.138037836756475,73.31255301115488,p665,Papel higiênico,21.061960041293027,28.1168771809699
Encomenda:e1727,u40,l57,32.86686985357044,p938,Cotonete,16.801681590479546,0.5018697860354482,p393,Fio dental,20.165816514439438,38.32005959147018
Encomenda:e1878,u97,l8,33.99334292497673,p1422,Creme dental,30.16795368494759,71.12837618445124,p995,Produtos úteis para o dia a dia,44.05379991346322,54.7003306663518
Encomenda:e1125,u97,l54,38.44909930496863,p461,Esponja,94.0723840800857,26.917975253286606,p1030,Palha de aço,16.91342866265797,13.346865107397953
Encomenda:e1957,u33,l13,39.33947971193199,p581,Saco de lixo,44.92962621967688,46.44778416916905,p1475,Filme plástico,25.117799706822417,88.80371139769048
Encomenda:e1423,u48,l54,45.088564962032436,p346,Fósforos,10.193727288689104,59.708898586551086,p1410,Filtros para café,34.27547082134899,70.5739888103819
Encomenda:e1274,u33,l58,7.706980172736655,p974,Guardanapos,77.46355290252663,69.28965946037906,p1289,Papel alumínio,27.500660443676107,71.1487545335875
Encomenda:e1970,u81,l83,9.384606268743017,p1148,Papel toalha,18.12441185467577,58.891812381382934,p749,Palitos de dente,25.869737770771383,69.1255443321111
Encomenda:e1247,u48,l29,7.2309094012673825,p1078,Velas,51.61459660269961,43.07503603383239,p1452,Açúcar,70.09398312986225,24.446042251365917
Encomenda:e1554,u40,l8,30.832901166512762,p946,Aveia em flocos,13.947763353854082,27.205041850964317,p198,Caldo de carne,96.52372555088284,1.1375019158439648
Encomenda:e1851,u78,l75,19.903818059434112,p943,Caldo de galinha,74.99695651674703,68.6621859552949,p78,Caldo de legumes,71.03587592756247,9.490964371000278
Encomenda:e1466,u7,l75,39.387465401033154,p861,Catchup,58.093489459669534,26.964245248639184,p840,Extrato de tomate,36.39517199090479,2.8168050683695554
Encomenda:e1417,u40,l29,43.32098174418267,p451,Gelatina em pó,19.76608679812002,7.765391046027938,p985,Iogurte de frutas,69.1076650797562,32.99956531353963
Encomenda:e1760,u97,l16,15.196947647801311,p1321,Leite de coco,78.0021278198126,65.97942033334944,p745,Leite fermentado,84.52200101938887,62.787267003013255
Encomenda:e1643,u81,l29,18.10809025405023,p1412,Macarrão instantâneo,49.79578842281697,3.0251247811058377,p963,Massa de lasanha,21.355759522659067,35.11468597412674
Encomenda:e1708,u97,l29,40.12640169921767,p110,Óleo,89.60880820435882,96.19670766018194,p950,Sal,74.70236554731738,14.83767848829588
Encomenda:e1687,u68,l54,15.217070055304116,p1322,Suco de frutas,80.18563242110602,15.957902365635068,p1152,Adoçante,45.92706660240713,82.3813871613914
Encomenda:e1832,u68,l13,9.49367679128137,p1365,Azeite,24.90736965279108,90.46668330450382,p673,Bebida láctea,72.28432284802588,11.273417206718197
Encomenda:e1316,u82,l58,39.5447259801053,p1439,Cereal,95.73837468809995,38.0811628587562,p1268,Creme de leite,67.66079181453554,93.07058773102607
Encomenda:e1797,u7,l54,36.38566895396889,p1093,Fermento biológico,40.92184293266056,88.29907417746028,p743,Geleia,10.008896967976257,97.8315261781673
Encomenda:e1434,u81,l16,14.84717901634186,p477,Iogurte natural,76.07588549171639,7.828680291774439,p528,Leite desnatado,7.610776562386791,64.60523932061226
Encomenda:e1961,u7,l16,14.66431756716936,p841,Leite integral,11.504595461583035,5.188995839338341,p263,Maionese,48.476271197682344,38.75706890469972
Encomenda:e1083,u33,l58,22.29765095860757,p1357,Molho de tomate,25.31590628368281,3.412353485790233,p662,Ovos,78.38211849574226,20.513082892098268
Encomenda:e1852,u33,l58,20.27319052875498,p456,Sal grosso,12.93979840759768,4.692311714137455,p463,Torradas,65.64581109302453,95.63173735648654
Encomenda:e1108,u68,l75,32.83265537753726,p264,Arroz,57.03166927471415,44.03378769555468,p1150,Barras de cereal,45.725286867959284,81.22106730239872
Encomenda:e1594,u78,l16,40.20861708585714,p488,Chá em saquinho,6.548612333849947,46.005515311873936,p706,Essência de baunilha,18.12605290945275,77.94522356518686
Encomenda:e1712,u40,l8,41.743622534182634,p829,Fermento em pó,35.8688458705607,93.45507393932338,p930,Granola,52.84133996996435,94.76469894635034
Encomenda:e1256,u33,l58,27.5047392413232,p1047,Leite condensado,24.072967032028735,41.56760168720107,p1196,Leite em pó,78.33732664863827,15.916930498194759
Encomenda:e1046,u68,l8,41.1973612794181,p965,Macarrão,82.16539591362702,16.485794884080207,p1204,Maisena,33.51310254472073,50.637373661465986
Encomenda:e1250,u78,l16,39.91133672217926,p1263,Mostarda,67.60618707124377,58.80320944599268,p1263,Polpa de tomate,75.69323406729198,20.609317880413023
Encomenda:e1941,u82,l29,26.085556920718503,p1132,Sopa,73.48941114307254,26.962506087609906,p754,Vinagre,96.89635519785521,73.36971790454007
Encomenda:e1715,u40,l8,21.337424625089774,p1114,Massa de bolo,89.07541508164385,99.57268598618968,p1015,Biscoito,40.17202689538748,13.811189474938445
Encomenda:e1813,u40,l83,36.91579067104078,p1116,Café,62.145093584022334,19.2065041500876,p9,Farinha de rosca,93.63930048616028,55.92839468393902
Encomenda:e1148,u33,l16,18.60417477795989,p88,Farinha de mandioca,24.22040783971213,25.872899101921888,p678,Farinha de trigo,47.818506779054005,93.51659513665743
Encomenda:e1679,u97,l54,36.04880389747884,p897,Farinha de milho,65.97657759519466,39.274673286599636,p1232,Feijão,73.59042811432721,11.060821758003538
Encomenda:e1076,u81,l75,29.673451263371106,p1040,Lentilha,61.582134730835946,20.56067207149981,p1277,Fubá,57.09203210491657,99.32530401739932
Encomenda:e1620,u48,l54,28.2666001539459,p1022,Soja,39.799781266091095,8.524296197892202,p794,Farofa,54.30051038732381,36.254840130135904
Encomenda:e1522,u7,l13,43.66728271883207,p473,Grão de bico,70.2013608447531,90.60192531658764,p241,Achocolatado em pó,28.87714315616481,79.58886420101713
Encomenda:e1650,u82,l58,30.87491671779963,p1044,Azeitonas,97.45007345489923,43.53362074520975,p922,Palmito,11.327471064416319,39.919283149911934
Encomenda:e1752,u78,l83,16.83156325479953,p384,Aspargo,7.2178870598382145,38.08343994233451,p1257,Champignon,49.59363657328461,18.676633953757825
Encomenda:e1816,u33,l58,0.2958311170233824,p80,Atum,9.067771165972328,56.0057878690705,p79,Ervilha,0.20720684262410913,78.18665884904085
Encomenda:e1879,u33,l75,6.080572491177434,p1232,Milho,86.41833460499244,95.6669884685439,p502,Carnes e frios,28.0945169942452,18.73983062839849
Encomenda:e1762,u48,l8,16.497102790513733,p603,Almôndegas,99.17306245949212,60.424718081341034,p890,Margarina,50.02438063043685,49.97579385969819
Encomenda:e1983,u68,l58,42.71710557987312,p471,Requeijão,6.412336819167143,82.293517593579,p1468,Gordura vegetal,65.03097188559826,0.8447874328606729
Encomenda:e1758,u48,l29,1.7294813881477804,p64,Queijo mozarela,45.5316787607978,58.01616780548687,p316,Queijo branco,40.59315331171452,15.880976890561149
Encomenda:e1209,u48,l83,37.29558644239917,p1111,Queijo parmesão ralado,77.37141252533421,82.71955398179863,p1043,Manteiga,11.686416181399386,45.3784666197825
Encomenda:e1011,u97,l58,26.69067631283605,p1329,Carne bovina,31.8071562887835,68.28429400698167,p1461,Filé de peixe,71.57096453683155,87.44657270873196
Encomenda:e1191,u7,l29,40.65320529961124,p572,Linguiça,94.34415599274342,73.57481059805852,p1010,Frango,66.05232205734659,18.398377051338
Encomenda:e1249,u48,l13,34.31309448235966,p1023,Peito de frango,18.33204002688209,36.99934605761439,p100,Empanados,16.127380171496974,62.59372122572383
Encomenda:e1466,u33,l13,31.04558207439307,p806,Hambúrguer,94.48297515805707,64.65082493480021,p318,Peixe,93.9020190470125,15.212648801085027
Encomenda:e1596,u68,l57,32.12409408621931,p839,Bebidas,65.32972699577316,93.14819099047614,p1426,Água mineral,31.223577804121827,32.88834382510224
Encomenda:e1815,u97,l8,31.707765194052513,p1059,Refrigerante,92.56924748572217,61.47397663703834,p1155,Suco,68.78271689284077,50.58162737107459
Encomenda:e1423,u78,l54,44.891461525679816,p1076,Cerveja,84.92909778950845,65.98058559627266,p1117,Vinho,89.0414566392125,96.93972116606608
Encomenda:e1953,u78,l83,28.525439419116843,p533,Frutas e legumes,2.9273766389176346,50.738862780634676,p1200,Abacate,97.4868217485026,28.90860154938971
Encomenda:e1319,u82,l57,40.58660146467819,p1141,Abobrinha,64.83519953005427,70.82517463869613,p20,Agrião,51.40649061799506,51.40905213888638
Encomenda:e1943,u7,l8,6.160212239524311,p523,Alface,67.00912728584056,80.79556996037095,p1034,Banana,60.628496009758784,47.01067302069211
Encomenda:e1506,u97,l75,49.162945755002376,p1488,Berinjela,10.353789080882505,73.92459637272036,p320,Caju,44.40971162144327,68.50328652868404
Encomenda:e1246,u68,l16,9.969045732051185,p1215,Chicória,18.94005304560772,12.390563380257303,p1265,Couve-flor,77.43368507201706,23.833897869998022
Encomenda:e1756,u40,l16,44.89295225508491,p1316,Goiaba,50.910982353934486,73.85659816795965,p575,Abacaxi,56.23173895741097,35.307301228974055
Encomenda:e1835,u7,l29,21.698592329978176,p1173,Açafrão,28.64805911502115,76.7086045880437,p190,Aipo,42.903958873961535,92.28600525912665
Encomenda:e1929,u97,l75,38.95643648104739,p1361,Alho,48.12057540975284,87.8520131500227,p886,Batata doce,92.62788546789363,57.9733489721955
Encomenda:e1425,u78,l16,27.307466824576316,p103,Beterraba,90.65911414699285,67.66794421887126,p1476,Cebola,77.28287125849667,62.23553178204969
Encomenda:e1730,u40,l29,11.976166277454974,p228,Chuchu,33.96612855331581,83.77351680987114,p269,Espinafre,90.72030227216767,39.53906707519509
Encomenda:e1869,u82,l8,44.67476858152618,p87,Hortelã,55.44722748151047,50.92988661172326,p396,Abóbora,58.4689005217648,71.46748561201748
Encomenda:e1621,u68,l13,6.634203687532264,p1012,Acelga,51.20814435342381,58.235592883134125,p890,Alecrim,20.804138021668518,82.44493083371297
Encomenda:e1215,u78,l13,0.8153500807070674,p493,Ameixa,96.80043114482208,74.23503795999325,p517,Batata inglesa,70.56609526964425,63.33945136224509
Encomenda:e1826,u48,l13,21.00094089774979,p208,Brócolis,65.06634012185498,5.15697337430361,p1117,Cenoura,32.27374776738585,76.24059822183432
Encomenda:e1933,u81,l83,25.060104824173067,p1400,Jerimum,86.45001002883116,93.63845476936558,p1287,Kiwi,57.897144781762634,69.21521399620443
Encomenda:e1823,u40,l57,40.359618435785826,p188,Laranja,96.28805966527668,63.045596697277695,p284,Mamão,89.27270836342194,48.37593050639776
Encomenda:e1771,u82,l83,15.729630615124535,p1496,Maracujá,85.08450943184131,87.84367297479078,p944,Milho verde,89.39319077897301,90.38452679454957
Encomenda:e1337,u40,l75,1.5439912819315955,p243,Pepino,83.5901799199867,43.77322291922131,p785,Quiabo,39.452957511133256,78.9366286883159
Encomenda:e1501,u48,l13,49.11472897250286,p115,Salsa,5.374702467351068,12.970406345237196,p215,Uvas,1.787787339755621,20.45455679534346
Encomenda:e1728,u78,l16,12.459965204885922,p979,Limão,5.946337107825641,61.85959603180437,p300,Manga,35.14045401664535,48.78817023766013
Encomenda:e1805,u48,l58,3.1658272855876084,p373,Melancia,14.164697603175668,82.33367789046714,p320,Morango,89.98208313993494,72.3310699278533
Encomenda:e1229,u82,l13,31.34953412080765,p37,Pera,99.55195477380042,1.6691395324404346,p428,Repolho,3.4654925128799876,98.22718071979799
Encomenda:e1635,u81,l54,8.93401101131872,p1398,Salsinha,84.16350152290363,41.73268801950717,p321,Vagem,42.910332330675885,57.35050716744604
Encomenda:e1780,u81,l29,21.741182010253066,p933,Maçã,63.122953154549236,93.44203475682883,p1323,Manjericão,85.42772669952676,83.00108760203466
Encomenda:e1936,u7,l75,31.387194763593413,p657,Melão,28.887961260872252,94.51169960590221,p1215,Nabo,0.8915903864901163,89.2676366875228
Encomenda:e1323,u78,l83,23.789077905735518,p979,Pimentão,86.60722455094493,15.195931919645101,p1464,Rúcula,39.5070289077772,90.43095116076397
Encomenda:e1946,u97,l8,41.78840823111884,p649,Tomate,18.476247188554694,88.57181394143991,p381,Produtos em geral,21.940753720730864,0.033335772954669045
Encomenda:e1072,u40,l83,14.632079886444199,p410,Copos descartáveis,30.937519659070368,68.9229268193038,p1173,Pano de chão,8.541266341307354,92.93323606001185
Encomenda:e1499,u33,l83,49.43443244353534,p277,Papel manteiga,74.67623500888524,27.21137072678397,p518,Potes descartáveis,50.576366360051374,94.75681029904655
Encomenda:e1635,u33,l8,15.433258206825018,p198,Rodo,36.23182267913441,92.58891843654395,p973,Fósforos,86.9693576610883,66.87178397360458
Encomenda:e1204,u40,l57,34.06791784675777,p441,Papel alumínio,93.52076689250165,46.50092196378965,p791,Papel toalha,83.3980836261809,49.5518896136529
Encomenda:e1316,u33,l54,40.77569534741137,p271,Prendedor de roupa,73.69973783972947,7.669962387830711,p355,Vassoura,71.28845097958087,62.58861169634048
Encomenda:e1062,u48,l57,34.46943748960887,p29,Lâmpada,23.784487587931935,71.89112721855525,p993,Papel filme,22.832689963931006,28.139233927523577
Encomenda:e1929,u78,l75,2.539018009610972,p117,Pilhas,19.83627751288254,45.93418029931931,p425,Ração para animais,73.32105923759345,53.74220425782067
Encomenda:e1916,u97,l54,46.76120290382053,p292,Velas,38.86036597168212,21.79934629762329,p381,Produtos de higiene e limpeza,93.345237598677,92.98177112864124
Encomenda:e1531,u81,l57,9.673818112093413,p1407,Absorvente,95.89782534126321,35.704212784263575,p60,Álcool,49.06112138627511,0.41495457733402685
Encomenda:e1350,u33,l75,11.306704805552714,p1166,Antisséptico bucal,0.9229013901981175,83.67036063540402,p539,Cotonete,45.18506109820913,99.55043411319458
Encomenda:e1261,u7,l16,4.9617057317968065,p1037,Desinfetante,51.828368676988035,55.02684223186023,p138,Esponja,19.840283061326357,76.00671267339754
Encomenda:e1958,u82,l54,13.562149554673034,p1188,Gel,43.316425258331435,21.64218241526924,p957,Inseticida,56.338215901345414,51.58607088796564
Encomenda:e1526,u40,l58,0.009477335057562205,p308,Lenço de papel,83.18699037954097,26.019144219956956,p1328,Palha de aço,7.805131816318791,34.93101929503767
Encomenda:e1976,u82,l83,1.5954776114907037,p512,Papel higiênico,28.073160954565214,8.936851742883524,p823,Protetor solar,33.39606927864707,25.37444828433332
Encomenda:e1504,u78,l57,11.352052932590077,p76,Sabonete,27.07334079995789,77.23513311788903,p196,Shampoo,70.48307548102493,32.74882244250112
Encomenda:e1258,u97,l13,45.87105165361487,p1388,Condicionador,5.536320133549201,87.28953302528872,p1000,Acetona,16.649051931858082,53.27577021546528
Encomenda:e1344,u48,l16,8.79133783981022,p365,Algodão,2.4237951471461914,75.69504200448525,p1420,Aparelho de barbear,43.52075374125317,17.959691253131915
